feature_ID	mz	rtime
185.154209_267.3150152	185.154209	267.3150152
185.9852992_51.90045399	185.9852992	51.90045399
185.9895242_155.1550712	185.9895242	155.1550712
186.113084_59.65880466	186.113084	59.65880466
186.1188532_87.94863493	186.1188532	87.94863493
186.1494758_87.74431098	186.1494758	87.74431098
186.185835_269.7938343	186.185835	269.7938343
186.9126247_109.7297238	186.9126247	109.7297238
186.9568789_267.1913699	186.9568789	267.1913699
186.9816306_161.8816682	186.9816306	161.8816682
187.095533_74.69419748	187.095533	74.69419748
187.0970715_270.8648213	187.0970715	270.8648213
187.1123058_30.42637536	187.1123058	30.42637536
187.1268878_220.9112742	187.1268878	220.9112742
187.1334405_278.1520753	187.1334405	278.1520753
187.1335055_30.02381492	187.1335055	30.02381492
187.9598615_278.0865103	187.9598615	278.0865103
187.9839198_132.0286934	187.9839198	132.0286934
188.0010782_123.4676608	188.0010782	123.4676608
188.0712744_94.70041252	188.0712744	94.70041252
188.1304173_270.4335978	188.1304173	270.4335978
188.4579262_183.1114814	188.4579262	183.1114814
188.9790819_159.9069031	188.9790819	159.9069031
189.0744983_91.89730552	189.0744983	91.89730552
189.1240004_124.2690176	189.1240004	124.2690176
189.1352384_161.7850621	189.1352384	161.7850621
189.1603421_184.1148817	189.1603421	184.1148817
189.8888317_80.44217364	189.8888317	80.44217364
190.1191595_131.0298339	190.1191595	131.0298339
190.9126476_96.87602124	190.9126476	96.87602124
190.9675324_201.0887022	190.9675324	201.0887022
190.9936832_263.8962804	190.9936832	263.8962804
191.001874_180.3836106	191.001874	180.3836106
191.0409226_127.0207024	191.0409226	127.0207024
191.1059107_273.8868256	191.1059107	273.8868256
191.1436564_278.8504025	191.1436564	278.8504025
191.1647332_266.8108779	191.1647332	266.8108779
191.9627438_239.3292396	191.9627438	239.3292396
192.0249769_115.3513599	192.0249769	115.3513599
192.0661488_102.3409357	192.0661488	102.3409357
192.1105132_28.63607689	192.1105132	28.63607689
192.1388406_203.4205506	192.1388406	203.4205506
192.1601061_75.69537108	192.1601061	75.69537108
192.9646168_231.6102869	192.9646168	231.6102869
193.0070143_167.9951906	193.0070143	167.9951906
193.0853546_62.71558095	193.0853546	62.71558095
193.0864879_280.847587	193.0864879	280.847587
193.1230532_29.28146086	193.1230532	29.28146086
193.1318488_89.32903534	193.1318488	89.32903534
193.1440622_268.1223351	193.1440622	268.1223351
193.1593298_273.3028458	193.1593298	273.3028458
193.9306952_161.5490191	193.9306952	161.5490191
193.9897384_184.2525357	193.9897384	184.2525357
193.9897998_176.3964188	193.9897998	176.3964188
193.9996275_179.6303838	193.9996275	179.6303838
194.0074823_66.4033267	194.0074823	66.4033267
194.0226885_129.5109864	194.0226885	129.5109864
194.1181845_206.2529331	194.1181845	206.2529331
194.1263143_29.00120658	194.1263143	29.00120658
194.1351929_68.02079867	194.1351929	68.02079867
195.0770798_29.64727575	195.0770798	29.64727575
195.0883081_266.8155928	195.0883081	266.8155928
195.0883327_33.78745613	195.0883327	33.78745613
195.1022114_255.9572384	195.1022114	255.9572384
195.1025352_34.39695016	195.1025352	34.39695016
195.1233601_153.293029	195.1233601	153.293029
195.1386458_266.7986257	195.1386458	266.7986257
195.1387006_29.87008781	195.1387006	29.87008781
195.1750039_268.0405835	195.1750039	268.0405835
195.9941288_168.0201942	195.9941288	168.0201942
196.0174224_162.2615166	196.0174224	162.2615166
196.126751_278.903062	196.126751	278.903062
196.1338032_275.1711071	196.1338032	275.1711071
196.133846_90.85040778	196.133846	90.85040778
196.4925195_163.0054254	196.4925195	163.0054254
196.8657311_71.70945905	196.8657311	71.70945905
196.9943533_161.7672123	196.9943533	161.7672123
197.0015333_172.1140859	197.0015333	172.1140859
197.0329945_168.7796694	197.0329945	168.7796694
197.0418733_115.9066263	197.0418733	115.9066263
197.0946303_33.75847705	197.0946303	33.75847705
197.101597_163.6057908	197.101597	163.6057908
197.1178941_29.32805225	197.1178941	29.32805225
197.1543044_268.6963473	197.1543044	268.6963473
197.165639_28.54546155	197.165639	28.54546155
197.4633852_181.1032068	197.4633852	181.1032068
197.9929067_258.5996853	197.9929067	258.5996853
198.0856108_134.1729255	198.0856108	134.1729255
198.0983755_255.7647279	198.0983755	255.7647279
198.098389_34.46211996	198.098389	34.46211996
198.1284101_41.51185154	198.1284101	41.51185154
198.1285808_277.7540286	198.1285808	277.7540286
198.1496575_32.64676827	198.1496575	32.64676827
198.1688205_33.17761026	198.1688205	33.17761026
198.1859497_279.2929969	198.1859497	279.2929969
198.8627504_71.7113105	198.8627504	71.7113105
199.0008629_199.8746858	199.0008629	199.8746858
199.0736115_29.22566615	199.0736115	29.22566615
199.0963453_36.46372281	199.0963453	36.46372281
199.1017144_34.02584319	199.1017144	34.02584319
199.133615_28.908191	199.133615	28.908191
199.1560026_66.65584033	199.1560026	66.65584033
199.1699049_247.9997505	199.1699049	247.9997505
199.1810532_212.4856404	199.1810532	212.4856404
199.9178719_79.63370036	199.9178719	79.63370036
199.9759722_193.5328547	199.9759722	193.5328547
199.9885029_266.4010796	199.9885029	266.4010796
200.0214124_192.0986544	200.0214124	192.0986544
200.0369914_95.82884045	200.0369914	95.82884045
200.0690798_117.3128239	200.0690798	117.3128239
200.1287603_56.07442125	200.1287603	56.07442125
200.1843478_265.5612293	200.1843478	265.5612293
200.8598494_71.89406645	200.8598494	71.89406645
200.9730049_238.0114006	200.9730049	238.0114006
200.9964085_159.7997012	200.9964085	159.7997012
201.0089336_276.5515752	201.0089336	276.5515752
201.0728581_98.28705577	201.0728581	98.28705577
201.1103827_84.74727181	201.1103827	84.74727181
201.1127655_276.5506185	201.1127655	276.5506185
201.1240359_275.3432309	201.1240359	275.3432309
201.1491736_278.8760765	201.1491736	278.8760765
201.9148795_79.43931032	201.9148795	79.43931032
201.9916027_197.2637697	201.9916027	197.2637697
201.9996285_194.5320411	201.9996285	194.5320411
202.0167601_173.2048066	202.0167601	173.2048066
202.0537888_31.20993624	202.0537888	31.20993624
202.0671846_117.0542916	202.0671846	117.0542916
202.1443646_76.10937356	202.1443646	76.10937356
202.1808248_81.90558351	202.1808248	81.90558351
202.5098041_178.3202386	202.5098041	178.3202386
202.8569218_71.92133233	202.8569218	71.92133233
202.9717353_276.9709174	202.9717353	276.9709174
203.0224393_128.4273585	203.0224393	128.4273585
203.0542032_49.76233343	203.0542032	49.76233343
203.1069602_265.2865559	203.1069602	265.2865559
203.1398203_107.6514697	203.1398203	107.6514697
203.1508907_166.6320447	203.1508907	166.6320447
204.0208942_113.2907331	204.0208942	113.2907331
204.0499195_26.41497451	204.0499195	26.41497451
204.0571169_51.70901522	204.0571169	51.70901522
204.1237983_111.3594364	204.1237983	111.3594364
204.9673686_271.743484	204.9673686	271.743484
205.0177866_128.2551268	205.0177866	128.2551268
205.045784_95.41817276	205.045784	95.41817276
205.0827804_123.228173	205.0827804	123.228173
205.0865386_243.2342875	205.0865386	243.2342875
205.097842_94.10988533	205.097842	94.10988533
205.1270781_113.5023047	205.1270781	113.5023047
205.1442247_28.48302305	205.1442247	28.48302305
206.0211732_129.2219426	206.0211732	129.2219426
206.0674298_247.4702004	206.0674298	247.4702004
206.1011664_95.05539262	206.1011664	95.05539262
206.8211866_80.29946876	206.8211866	80.29946876
206.8945998_67.58969038	206.8945998	67.58969038
207.0181927_139.86651	207.0181927	139.86651
207.0320489_227.3369291	207.0320489	227.3369291
207.1026085_78.19878878	207.1026085	78.19878878
207.1110851_82.45388076	207.1110851	82.45388076
207.1386078_33.91187154	207.1386078	33.91187154
207.1596667_214.9438034	207.1596667	214.9438034
207.1597209_30.6391564	207.1597209	30.6391564
207.1749889_271.4991757	207.1749889	271.4991757
207.8978184_68.83212929	207.8978184	68.83212929
207.9988483_117.1956752	207.9988483	117.1956752
208.0215249_151.5044239	208.0215249	151.5044239
208.0699606_61.13497051	208.0699606	61.13497051
208.1143749_82.90707246	208.1143749	82.90707246
208.1338128_274.8797432	208.1338128	274.8797432
208.8182704_79.83443353	208.8182704	79.83443353
208.8916562_67.61870409	208.8916562	67.61870409
209.0136556_145.8873542	209.0136556	145.8873542
209.0733616_62.06740206	209.0733616	62.06740206
209.092747_98.1612963	209.092747	98.1612963
209.1178482_272.5457833	209.1178482	272.5457833
209.1179602_30.77053181	209.1179602	30.77053181
209.1390245_41.89211008	209.1390245	41.89211008
209.1542617_267.1403854	209.1542617	267.1403854
209.1543023_30.08897763	209.1543023	30.08897763
209.1906673_271.5586934	209.1906673	271.5586934
209.8950258_67.0532612	209.8950258	67.0532612
209.9466621_98.63649298	209.9466621	98.63649298
210.0169193_150.0667841	210.0169193	150.0667841
210.050773_106.6025535	210.050773	106.6025535
210.8886418_67.42555183	210.8886418	67.42555183
211.0111299_149.7406842	211.0111299	149.7406842
211.0540971_108.248245	211.0540971	108.248245
211.0970855_276.5753057	211.0970855	276.5753057
211.1335509_268.6907146	211.1335509	268.6907146
211.169979_266.8456991	211.169979	266.8456991
211.2062883_263.7006522	211.2062883	263.7006522
211.9411634_166.0115618	211.9411634	166.0115618
211.9882161_92.55235169	211.9882161	92.55235169
212.839517_74.49176725	212.839517	74.49176725
212.9866519_88.25366428	212.9866519	88.25366428
213.000247_62.6079438	213.000247	62.6079438
213.0545987_181.3601598	213.0545987	181.3601598
213.0891512_32.51171462	213.0891512	32.51171462
213.0988518_159.7158249	213.0988518	159.7158249
213.1110938_83.35736994	213.1110938	83.35736994
213.1128494_270.8604825	213.1128494	270.8604825
213.1241449_118.6886425	213.1241449	118.6886425
213.1488383_271.2399693	213.1488383	271.2399693
213.1604704_251.7905367	213.1604704	251.7905367
213.1855906_265.5139199	213.1855906	265.5139199
213.9468785_195.2257003	213.9468785	195.2257003
213.9834989_138.7363966	213.9834989	138.7363966
214.0068788_115.5072585	214.0068788	115.5072585
214.0875161_57.27746176	214.0875161	57.27746176
214.09023_273.920744	214.09023	273.920744
214.1445417_36.99499321	214.1445417	36.99499321
214.836607_74.37194731	214.836607	74.37194731
214.9854921_90.43448671	214.9854921	90.43448671
215.0241714_260.0184016	215.0241714	260.0184016
215.1270852_128.6826155	215.1270852	128.6826155
215.1583675_271.5947795	215.1583675	271.5947795
215.1649352_273.514872	215.1649352	273.514872
215.9806464_129.7425349	215.9806464	129.7425349
215.9961539_126.7433231	215.9961539	126.7433231
216.0637836_163.5957372	216.0637836	163.5957372
216.1318592_28.89802191	216.1318592	28.89802191
216.1319595_273.264399	216.1319595	273.264399
216.1602194_28.82975654	216.1602194	28.82975654
216.5538093_96.37476574	216.5538093	96.37476574
216.8337486_74.03702126	216.8337486	74.03702126
216.8499916_77.61752208	216.8499916	77.61752208
216.906424_42.39944191	216.906424	42.39944191
216.9234466_91.54774781	216.9234466	91.54774781
217.1054961_138.5337166	217.1054961	138.5337166
217.1230541_29.55452893	217.1230541	29.55452893
217.1594312_269.1789186	217.1594312	269.1789186
217.9266771_73.25761284	217.9266771	73.25761284
217.9991526_262.7607064	217.9991526	262.7607064
218.0488973_69.97737105	218.0488973	69.97737105
218.1086224_97.81190261	218.1086224	97.81190261
218.139395_102.559451	218.139395	102.559451
218.920384_86.09364998	218.920384	86.09364998
218.9623185_247.5263048	218.9623185	247.5263048
218.9849455_161.7066485	218.9849455	161.7066485
219.0235579_115.4719358	219.0235579	115.4719358
219.0544065_185.5998229	219.0544065	185.5998229
219.0983389_116.536928	219.0983389	116.536928
219.1345964_115.3902127	219.1345964	115.3902127
219.1386184_29.5062729	219.1386184	29.5062729
219.142801_115.0542917	219.142801	115.0542917
219.1598802_28.37042173	219.1598802	28.37042173
219.1749864_249.5310808	219.1749864	249.5310808
219.196225_214.1055589	219.196225	214.1055589
219.6488739_166.514731	219.6488739	166.514731
220.0807232_80.5054726	220.0807232	80.5054726
220.1186483_33.34903153	220.1186483	33.34903153
220.1702977_74.27280671	220.1702977	74.27280671
220.1784925_276.2518612	220.1784925	276.2518612
220.9351971_104.7658843	220.9351971	104.7658843
220.9685396_88.22983166	220.9685396	88.22983166
221.0126868_127.3930669	221.0126868	127.3930669
221.0928656_104.1611642	221.0928656	104.1611642
221.1176732_32.36183402	221.1176732	32.36183402
221.1180612_277.7956256	221.1180612	277.7956256
221.1542588_267.3346792	221.1542588	267.3346792
221.1543991_29.80734671	221.1543991	29.80734671
221.1631212_87.18283265	221.1631212	87.18283265
221.1867341_146.7057995	221.1867341	146.7057995
221.9946895_173.0515938	221.9946895	173.0515938
222.1130937_271.01645	222.1130937	271.01645
222.1494887_39.55592258	222.1494887	39.55592258
222.1706339_29.1484696	222.1706339	29.1484696
222.8685608_74.74256102	222.8685608	74.74256102
222.9551848_107.610724	222.9551848	107.610724
222.9938376_168.8422887	222.9938376	168.8422887
223.0642722_275.61507	223.0642722	275.61507
223.0850819_82.42060724	223.0850819	82.42060724
223.0972391_273.5960324	223.0972391	273.5960324
223.1084891_107.9699389	223.1084891	107.9699389
223.1335803_273.2789439	223.1335803	273.2789439
223.1336254_29.40070749	223.1336254	29.40070749
223.1546799_37.06045378	223.1546799	37.06045378
223.1699326_274.4941663	223.1699326	274.4941663
223.170152_31.9596275	223.170152	31.9596275
223.2063016_274.6498488	223.2063016	274.6498488
223.9889894_170.9597721	223.9889894	170.9597721
224.0123475_150.4432373	224.0123475	150.4432373
224.0639827_282.1292725	224.0639827	282.1292725
224.1288282_196.5903536	224.1288282	196.5903536
224.8655448_74.68323943	224.8655448	74.68323943
224.9891874_168.0947443	224.9891874	168.0947443
224.9982105_185.6914422	224.9982105	185.6914422
225.0165205_47.14564489	225.0165205	47.14564489
225.0352788_61.90785876	225.0352788	61.90785876
225.0581153_96.47187268	225.0581153	96.47187268
225.061239_281.5051697	225.061239	281.5051697
225.0917076_269.7285451	225.0917076	269.7285451
225.1110157_278.5095786	225.1110157	278.5095786
225.1128709_29.4642312	225.1128709	29.4642312
225.1321992_195.533452	225.1321992	195.533452
225.1492577_274.0704287	225.1492577	274.0704287
225.1492595_29.68054713	225.1492595	29.68054713
225.1856371_269.1348665	225.1856371	269.1348665
225.196836_266.1139573	225.196836	266.1139573
225.22207_276.2959414	225.22207	276.2959414
225.5590798_95.86768531	225.5590798	95.86768531
225.9873971_207.612601	225.9873971	207.612601
225.9929538_238.9165278	225.9929538	238.9165278
226.0130253_132.8900134	226.0130253	132.8900134
226.0457534_108.6478482	226.0457534	108.6478482
226.0981994_245.7793151	226.0981994	245.7793151
226.1057593_116.4302822	226.1057593	116.4302822
226.1598684_273.0906904	226.1598684	273.0906904
226.1808676_64.15533803	226.1808676	64.15533803
226.8625893_74.79087978	226.8625893	74.79087978
226.8887112_113.9665483	226.8887112	113.9665483
226.9522427_99.98818321	226.9522427	99.98818321
226.9947129_183.225307	226.9947129	183.225307
227.0120653_31.01924123	227.0120653	31.01924123
227.0158611_113.4637259	227.0158611	113.4637259
227.0427485_108.7574078	227.0427485	108.7574078
227.1145227_159.8625501	227.1145227	159.8625501
227.1285278_267.3403798	227.1285278	267.3403798
227.1649195_268.9873006	227.1649195	268.9873006
227.1649767_31.43397193	227.1649767	31.43397193
227.2012529_263.398991	227.2012529	263.398991
227.9443945_197.9828249	227.9443945	197.9828249
227.9451753_87.98069533	227.9451753	87.98069533
227.9555802_113.1154491	227.9555802	113.1154491
227.9835052_252.3526693	227.9835052	252.3526693
228.0078793_127.7905759	228.0078793	127.7905759
228.0154887_31.13274355	228.0154887	31.13274355
228.046227_110.1291115	228.046227	110.1291115
228.1178631_159.7106774	228.1178631	159.7106774
228.1600766_30.43239228	228.1600766	30.43239228
228.1966279_143.1028053	228.1966279	143.1028053
228.2327875_211.6801351	228.2327875	211.6801351
228.8134362_74.90136001	228.8134362	74.90136001
228.9564693_113.3802258	228.9564693	113.3802258
229.0867328_276.9426467	229.0867328	276.9426467
229.1190414_124.1481332	229.1190414	124.1481332
229.1418056_100.8905036	229.1418056	100.8905036
229.1554128_123.7844033	229.1554128	123.7844033
229.2168883_275.0961546	229.2168883	275.0961546
229.2363843_273.8390742	229.2363843	273.8390742
229.9808239_117.1203612	229.9808239	117.1203612
230.03825_114.9353371	230.03825	114.9353371
230.048029_191.3316474	230.048029	191.3316474
230.1587821_127.7288667	230.1587821	127.7288667
230.1757764_83.44874396	230.1757764	83.44874396
230.8106061_74.90703783	230.8106061	74.90703783
230.962789_201.4993342	230.962789	201.4993342
230.9831543_279.5884966	230.9831543	279.5884966
231.0554791_62.43544449	231.0554791	62.43544449
231.1210047_68.06293026	231.1210047	68.06293026
231.138765_28.90484175	231.138765	28.90484175
231.1710901_75.16385533	231.1710901	75.16385533
231.9944558_176.8573973	231.9944558	176.8573973
232.0176864_115.9068395	232.0176864	115.9068395
232.1549294_109.8720262	232.1549294	109.8720262
232.1740047_103.7363493	232.1740047	103.7363493
232.8078965_75.1359404	232.8078965	75.1359404
232.8972159_88.20242297	232.8972159	88.20242297
232.9179771_109.2787738	232.9179771	109.2787738
232.9619422_158.4710487	232.9619422	158.4710487
232.9930726_190.0780362	232.9930726	190.0780362
233.0315278_194.9242558	233.0315278	194.9242558
233.079206_277.0825332	233.079206	277.0825332
233.0792775_95.61048491	233.0792775	95.61048491
233.117417_36.34131525	233.117417	36.34131525
233.1391437_29.17532756	233.1391437	29.17532756
233.1543739_29.34103035	233.1543739	29.34103035
233.1545334_279.213446	233.1545334	279.213446
233.1755091_30.12609231	233.1755091	30.12609231
233.9007103_76.64249588	233.9007103	76.64249588
233.9603967_129.0886255	233.9603967	129.0886255
233.9917166_193.5816928	233.9917166	193.5816928
234.0191831_278.6358819	234.0191831	278.6358819
234.1333222_192.9778271	234.1333222	192.9778271
234.1425427_29.14345549	234.1425427	29.14345549
234.1425594_275.788874	234.1425594	275.788874
234.2069659_277.6298584	234.2069659	277.6298584
234.6341589_42.63437532	234.6341589	42.63437532
234.8943282_78.14814093	234.8943282	78.14814093
234.9477317_222.9559549	234.9477317	222.9559549
234.9572769_160.2061558	234.9572769	160.2061558
235.027066_184.0517186	235.027066	184.0517186
235.0932168_135.1405865	235.0932168	135.1405865
235.1330264_36.92187503	235.1330264	36.92187503
235.1546676_30.53124667	235.1546676	30.53124667
235.1700407_236.2893428	235.1700407	236.2893428
235.20637_261.6287106	235.20637	261.6287106
235.9601275_185.9254777	235.9601275	185.9254777
236.1734235_267.1675764	236.1734235	267.1675764
236.1863321_29.89120503	236.1863321	29.89120503
236.2227577_248.5816369	236.2227577	248.5816369
236.6402896_37.74088824	236.6402896	37.74088824
236.8925505_76.55371695	236.8925505	76.55371695
236.9076102_111.7109084	236.9076102	111.7109084
236.9394445_281.6731588	236.9394445	281.6731588
236.9576831_147.0856493	236.9576831	147.0856493
236.973121_127.6321439	236.973121	127.6321439
236.9988787_108.5970288	236.9988787	108.5970288
237.0061754_78.25640475	237.0061754	78.25640475
237.0094872_168.8298355	237.0094872	168.8298355
237.0207945_170.0264897	237.0207945	170.0264897
237.0275149_163.6788687	237.0275149	163.6788687
237.1127444_28.61318249	237.1127444	28.61318249
237.1178317_27.29456733	237.1178317	27.29456733
237.1493125_29.54453797	237.1493125	29.54453797
237.160454_116.1485507	237.160454	116.1485507
237.170351_270.5317501	237.170351	270.5317501
237.1855901_274.1530476	237.1855901	274.1530476
237.2220887_267.7336435	237.2220887	267.7336435
238.0923947_132.1204653	238.0923947	132.1204653
238.8424835_74.69670221	238.8424835	74.69670221
238.907981_109.5683197	238.907981	109.5683197
238.953048_131.7786192	238.953048	131.7786192
239.0897912_256.8323525	239.0897912	256.8323525
239.0897988_87.65409931	239.0897988	87.65409931
239.1285374_264.9187047	239.1285374	264.9187047
239.1496077_205.1113031	239.1496077	205.1113031
239.1649243_30.13709328	239.1649243	30.13709328
239.2013516_271.9682825	239.2013516	271.9682825
239.2376932_212.3744044	239.2376932	212.3744044
240.1002842_143.9031457	240.1002842	143.9031457
240.1615653_125.738406	240.1615653	125.738406
240.8394803_76.54070703	240.8394803	76.54070703
241.0318268_168.7402945	241.0318268	168.7402945
241.0647584_28.51139014	241.0647584	28.51139014
241.1431296_29.53599816	241.1431296	29.53599816
241.1555271_126.0224846	241.1555271	126.0224846
241.1781346_85.17698007	241.1781346	85.17698007
241.216926_261.9602772	241.216926	261.9602772
241.8846243_237.9034034	241.8846243	237.9034034
242.0113464_29.13720897	242.0113464	29.13720897
242.0231502_128.2880829	242.0231502	128.2880829
242.0352526_167.8247476	242.0352526	167.8247476
242.079674_117.4843539	242.079674	117.4843539
242.837014_76.52504054	242.837014	76.52504054
242.9262038_98.89580516	242.9262038	98.89580516
243.0385524_168.8278287	243.0385524	168.8278287
243.9295351_114.346411	243.9295351	114.346411
244.0420632_168.6881289	244.0420632	168.6881289
244.0538801_112.3148591	244.0538801	112.3148591
244.1550055_29.82035344	244.1550055	29.82035344
244.1550546_113.7487055	244.1550546	113.7487055
244.1913856_76.08888329	244.1913856	76.08888329
244.7874742_75.58299225	244.7874742	75.58299225
244.9241103_105.544298	244.9241103	105.544298
245.0340291_167.9676379	245.0340291	167.9676379
245.0792641_276.8812866	245.0792641	276.8812866
245.1364915_74.95195679	245.1364915	74.95195679
245.1867722_73.00758897	245.1867722	73.00758897
245.9734_160.3196315	245.9734	160.3196315
246.1707171_92.91215773	246.1707171	92.91215773
246.1900592_75.10569379	246.1900592	75.10569379
246.7848242_75.65760809	246.7848242	75.65760809
246.8630021_196.6270082	246.8630021	196.6270082
247.0383807_168.0917498	247.0383807	168.0917498
247.0944181_58.55006136	247.0944181	58.55006136
247.1295275_110.5745769	247.1295275	110.5745769
247.1336182_28.89345922	247.1336182	28.89345922
247.1449889_116.9263488	247.1449889	116.9263488
247.1508395_47.7005937	247.1508395	47.7005937
247.2275826_264.2101332	247.2275826	264.2101332
247.46811_189.1150003	247.46811	189.1150003
247.6495244_29.02236434	247.6495244	29.02236434
248.1484276_122.6632293	248.1484276	122.6632293
248.6501025_119.4000122	248.6501025	119.4000122
248.7821291_76.19001566	248.7821291	76.19001566
248.8710678_77.75560175	248.8710678	77.75560175
249.0616626_98.29187555	249.0616626	98.29187555
249.1078921_76.06715006	249.1078921	76.06715006
249.1487641_150.2643602	249.1487641	150.2643602
249.1704823_29.29376237	249.1704823	29.29376237
249.185761_254.923726	249.185761	254.923726
249.95774_245.6859609	249.95774	245.6859609
250.0650524_98.39407685	250.0650524	98.39407685
250.1657153_29.30758515	250.1657153	29.30758515
250.1784461_105.6129379	250.1784461	105.6129379
250.8683529_76.0720511	250.8683529	76.0720511
250.9205462_62.95268519	250.9205462	62.95268519
251.0008372_229.5738579	251.0008372	229.5738579
251.1282015_38.31501535	251.1282015	38.31501535
251.1286903_273.5790739	251.1286903	273.5790739
251.1374966_129.1181202	251.1374966	129.1181202
251.1650051_266.9641234	251.1650051	266.9641234
251.1650298_29.45294987	251.1650298	29.45294987
251.1860035_209.8404745	251.1860035	209.8404745
251.2013865_275.5470228	251.2013865	275.5470228
252.0823027_115.4541872	252.0823027	115.4541872
252.1601892_29.31512212	252.1601892	29.31512212
252.9180222_62.27561755	252.9180222	62.27561755
252.9446588_232.3679571	252.9446588	232.3679571
252.9679131_135.8609562	252.9679131	135.8609562
252.9978999_224.4184692	252.9978999	224.4184692
253.1089544_99.01822683	253.1089544	99.01822683
253.1442457_32.10505609	253.1442457	32.10505609
253.1652174_46.99811761	253.1652174	46.99811761
253.1805856_274.3533762	253.1805856	274.3533762
253.2170345_258.6181097	253.2170345	258.6181097
253.2533464_273.4932921	253.2533464	273.4932921
254.0094723_107.8911985	254.0094723	107.8911985
254.1236351_40.56094137	254.1236351	40.56094137
254.8163522_75.05108078	254.8163522	75.05108078
254.8245762_71.34682504	254.8245762	71.34682504
254.900179_109.3650632	254.900179	109.3650632
254.949946_278.7702488	254.949946	278.7702488
254.9950459_271.1733806	254.9950459	271.1733806
255.1211302_72.39831537	255.1211302	72.39831537
255.1599659_271.2150017	255.1599659	271.2150017
255.1600117_29.64108847	255.1600117	29.64108847
255.19621_266.3239459	255.19621	266.3239459
255.232629_228.8742845	255.232629	228.8742845
255.2688973_272.2368855	255.2688973	272.2368855
255.6559964_136.014349	255.6559964	136.014349
255.9789818_115.730305	255.9789818	115.730305
256.0020786_153.647252	256.0020786	153.647252
256.1241369_35.88923792	256.1241369	35.88923792
256.1761586_268.2876486	256.1761586	268.2876486
256.2360396_267.559902	256.2360396	267.559902
256.2642627_257.8197026	256.2642627	257.8197026
256.821557_71.66005159	256.821557	71.66005159
256.9449903_89.73304558	256.9449903	89.73304558
257.0227353_126.2612752	257.0227353	126.2612752
257.1366045_103.0856258	257.1366045	103.0856258
257.1479341_145.801747	257.1479341	145.801747
257.2483342_274.5498068	257.2483342	274.5498068
258.1090194_189.2725121	258.1090194	189.2725121
258.1513577_146.0312667	258.1513577	146.0312667
258.8184165_71.84876507	258.8184165	71.84876507
258.9002064_102.9950059	258.9002064	102.9950059
259.0751141_28.69311208	259.0751141	28.69311208
259.1143219_186.6731878	259.1143219	186.6731878
259.1524573_92.09919026	259.1524573	92.09919026
259.6207706_104.1802037	259.6207706	104.1802037
259.6664384_152.24814	259.6664384	152.24814
259.8946516_242.5399767	259.8946516	242.5399767
260.1863444_103.0815549	260.1863444	103.0815549
260.6581816_151.4005672	260.6581816	151.4005672
260.8155019_71.22215736	260.8155019	71.22215736
261.1106326_136.0605833	261.1106326	136.0605833
261.1316886_100.2613519	261.1316886	100.2613519
261.1453163_112.003363	261.1453163	112.003363
261.2429669_254.1060413	261.2429669	254.1060413
261.4657166_169.5485212	261.4657166	169.5485212
261.9951434_87.50579566	261.9951434	87.50579566
262.1657045_35.59907933	262.1657045	35.59907933
262.8127884_69.4884395	262.8127884	69.4884395
263.1285007_31.01114373	263.1285007	31.01114373
263.1650846_28.93133932	263.1650846	28.93133932
263.1862945_28.60691881	263.1862945	28.60691881
263.2376156_271.9049867	263.2376156	271.9049867
264.7798869_77.53434516	264.7798869	77.53434516
264.8533732_66.73540723	264.8533732	66.73540723
264.8736524_199.7124016	264.8736524	199.7124016
265.0146736_127.181102	265.0146736	127.181102
265.1053555_74.07334702	265.1053555	74.07334702
265.1191547_28.83436711	265.1191547	28.83436711
265.1443906_28.54163464	265.1443906	28.54163464
265.1555238_78.37209128	265.1555238	78.37209128
265.1808485_278.0759711	265.1808485	278.0759711
265.2533573_267.1784218	265.2533573	267.1784218
266.0119375_109.2018778	266.0119375	109.2018778
266.1587659_83.6354616	266.1587659	83.6354616
266.1970185_29.09816646	266.1970185	29.09816646
266.6105654_109.7132398	266.6105654	109.7132398
266.7770765_78.95684654	266.7770765	78.95684654
266.8504339_67.56297857	266.8504339	67.56297857
267.1121675_108.9307567	267.1121675	108.9307567
267.1264914_105.6225258	267.1264914	105.6225258
267.1600219_36.53462745	267.1600219	36.53462745
267.1810699_41.7172766	267.1810699	41.7172766
267.1963704_275.085634	267.1963704	275.085634
267.2690642_141.8556151	267.2690642	141.8556151
267.6479301_149.0551906	267.6479301	149.0551906
268.024227_113.6008411	268.024227	113.6008411
268.1493514_146.9101197	268.1493514	146.9101197
268.644538_150.6427762	268.644538	150.6427762
268.7737822_78.20043752	268.7737822	78.20043752
268.8474152_67.86921546	268.8474152	67.86921546
269.1264006_120.1765897	269.1264006	120.1765897
269.2119758_255.2574456	269.2119758	255.2574456
269.2273373_28.41418984	269.2273373	28.41418984
269.2483135_260.6867996	269.2483135	260.6867996
269.6618675_66.09299961	269.6618675	66.09299961
269.9941318_115.6465226	269.9941318	115.6465226
270.1919321_47.63072895	270.1919321	47.63072895
270.651596_154.5909257	270.651596	154.5909257
270.7980011_74.46435069	270.7980011	74.46435069
270.8445683_70.13122906	270.8445683	70.13122906
270.9589705_61.92360954	270.9589705	61.92360954
270.9786188_96.64796236	270.9786188	96.64796236
271.0497902_136.0731999	271.0497902	136.0731999
271.152395_88.3982506	271.152395	88.3982506
