genes_antibody_70_0.0	7	1	0.5507074676015766	0.013605377976896113
genes_antibody_7_0.0	7	1	0.5238926171463535	0.024587026833049332
genes_antibody_-7_7.0	7	1	0.46158565664762263	0.09780763359431893
genes_antibody_-7_28.0	7	1	0.4300040569899604	0.10264995549385686
genes_antibody_0_0.0	10	1	0.4240976087470137	0.15252278302008537
genes_antibody_1_0.0	7	1	0.39765018957869824	0.12128271414201577
genes_antibody_0_0.0	7	1	0.3931697508926774	0.1749081504632083
genes_antibody_1_0.0	10	1	0.3769654970551534	0.14445487688635475
genes_antibody_0_-7.0	7	1	0.34070928106950416	0.21778939007235068
genes_antibody_0_28.0	7	1	0.33494161230478237	0.21982372560851754
